CASEID	V1	V3	V4	V5	V13	V16	V17	V5208	V5209	V5210	V5211	V5212	V5213	V5214	V5215	V5216	V5217	V5218	V5219	V5220	V5221	V5222	V5223	V5224	V5225	V5226	V5227	V5228	V5229	V5230	V5231	V5232	V5233	V5234	V5235	V5236	V5237	V5238	V5239	V5240	V5241	V5242	V5243	V5244	V5245	V5246	V5247	V5248	V5249	V5250	V5251	V5252	V5253	V5254	V5255	V5256	V5257	V5258	V5259	V5260	V5261	V5262	V5263	V5264	V5265	V5266	V5267	V5268	V5269	V5270	V5271	V5272	V5273	V5274	V5275	V5503	V5504	V5505	V5506	V5507	V5508	V5277	V5278	V5279	V5280	V5281	V5282	V5283	V5284	V5285	V5286	V5287	V5288	V5289	V5290	V5291	V5292	V5509	V5510	V5295	V5296	V5297	V5298	V5299	V5300	V5301	V5302	V5483	V5484	V5101	V5102	V5103	V5104	V5105	V5106	V5107	V5108	V5115	V5116	V5117	V5118	V5119	V5120	V5121	V5122	V5123	V5124	V5125	V5126	V5127	V5128	V5129	V5130	V5131	V5132	V5133	V5134	V5135	V5136	V5137	V5138	V5489	V5490	V5491	V5492	V5493	V5494	V5139	V5140	V5141	V5142	V5143	V5144	V5145	V5146	V5147	V5148	V5150	V5151	V5152	V5153	V49	V5155	V5156	V5157	V5163	V5164	V5165	V5166	V5167	V5169	V5170	V5171	V5172	V5173	V5174	V5175	V5176	V5177	V5178	V5179	V5180	V5181	V5182	V5183	V5184	V5185	V5186	V5187	V5188	V5189	V5190	V5191	V5192	V5193	V5194	V5195	V5196	V5197	V5198	V5199	V5200	V5201	V5202	V5203	V5204	V5205	V5206	V5207	V5303	V5304	V5305	V5306	V5307	V5308	V5309	V5310	V5311	V5312	V5313	V5314	V5315	V5316	V5317	V5318	V5319	V5320	V5321	V5322	V5323	V5324	V5414	V5415	V5416	V5417	V5418	V5419	V5420	V5523	V5524	V5525	V5526	V5552	V5553	V5554	V5555	V5334	V5335	V5336	V5337	V5338	V5339	V5340	V5341	V5342	V5433	V5434	V5435	V5436	V5437	V5438	V5485	V5511	V5512	V5513	V5486	V5487	V5488	V5527	V5528	V5529	V5530	V5531	V5532	V5496	V5499	V5500	V5550	V5551	V5564	V5565	V5566	V5567	V5533	V5534	V5535	V5556	V5557	V5536	V5558	V5537	V5538	V5559	V5539	V5540	V5541	V5543	V5542	V5544	V5545	V5546	V5560	V5547	V5548	V5549	V5561	V5562	V5563
1	2011	5	50001	2.44223903206041	3	0	1	2	3	1	2	3	2	2	1	1	1	1	2	3	5	5	5	2	3	2	1	1	1	1	3	3	2	4	1	1	8	2	4	2	1	1	3	3	2	2	3	3	2	5	3	5	5	4	5	4	2	2	3	1	3	5	5	5	3	1	3	3	3	6	3	3	6	3	3	2	5	5	2	2	5	1	1	1	1	3	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	4	3	0	1	0	2	3	4	2	4	2	3	1	2	4	4	1	1	1	1	7	1	1	3	4	1	0	0	0	1	0	0	5	9	-9	4	5	6	3	0	0	0	0	-9	-9	-9	-9	-9	-9	5	3	3	5	3	3	3	5	3	5	1	1	5	1	1	5	5	1	1	5	1	5	3	3	1	2	1	5	2	1	-9	-9	1	0	0	4	4	1	1	1	1	1	1	1	1	1	1	5	1	5	1	5	5	2	1	1	1	1	1	1	1	1	-9	-9	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
2	2011	5	50002	2.69137569207542	3	0	1	2	3	1	2	3	1	1	1	1	1	1	2	2	4	3	4	2	2	1	2	1	1	1	2	3	1	4	2	8	8	8	3	2	1	1	4	3	2	2	2	2	1	5	3	4	3	5	3	2	2	2	4	3	2	3	4	4	3	3	3	3	3	3	3	3	3	3	3	1	4	3	4	2	5	3	3	3	4	8	4	4	3	2	3	4	5	5	3	4	4	3	4	2	3	4	4	1	2	3	3	4	1	3	2	2	-9	-9	-9	3	-9	1	1	1	1	1	1	2	2	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	4	0	1	0	0	3	3	2	8	8	2	3	1	2	4	3	2	1	1	1	5	3	1	3	2	2	1	0	1	0	0	0	3	6	1	6	6	3	2	0	0	0	0	-9	-9	-9	-9	-9	-9	2	2	2	3	4	3	3	3	3	3	2	4	5	4	4	2	4	4	3	3	4	4	4	5	3	2	1	1	1	2	4	1	1	0	0	2	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
3	2011	5	50003	2.94051235209042	3	0	1	2	3	4	3	3	4	2	2	3	2	2	3	3	5	4	5	4	3	2	2	2	2	1	2	3	1	4	4	3	4	8	4	2	1	1	3	3	3	2	3	2	2	4	1	4	3	1	3	4	4	2	5	3	3	3	4	4	2	4	3	4	3	5	3	3	5	3	3	4	4	5	6	6	3	3	4	5	8	3	8	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	1	1	1	1	1	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	-9	3	4	2	1	1	0	2	2	4	2	2	4	3	1	1	6	5	1	1	1	1	7	3	3	3	3	3	0	0	0	1	0	0	1	1	5	2	4	3	0	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	5	3	3	4	4	2	3	5	1	4	4	2	5	1	2	3	5	2	2	4	1	5	4	2	3	4	3	4	2	1	-9	-9	1	1	1	3	0	3	3	3	3	3	3	3	3	3	1	5	4	5	1	5	4	2	1	1	1	1	1	1	1	1	-9	-9	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	7	1	0
4	2011	5	50004	3.18964901210543	3	0	1	2	3	1	3	1	2	1	2	3	3	1	3	1	5	5	5	2	3	1	1	2	1	2	3	3	1	4	4	2	4	4	4	2	2	-9	-9	-9	2	3	4	4	2	3	2	5	5	1	5	4	4	4	4	5	2	5	5	5	1	2	3	3	4	6	3	3	4	3	3	4	2	3	3	4	2	1	2	2	1	4	5	1	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	4	2	1	1	1	3	3	4	6	3	4	4	1	2	4	4	2	1	2	1	5	2	1	3	3	1	0	0	1	1	0	0	1	1	8	2	4	3	0	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	5	3	5	5	3	3	5	5	1	5	1	1	5	1	1	5	5	1	1	4	1	5	5	5	3	3	4	3	1	1	-9	-9	1	0	0	0	0	1	1	1	1	1	2	2	2	2	1	5	5	5	5	5	2	1	1	1	1	1	1	1	1	1	-9	-9	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4
5	2011	5	50005	2.09182849989545	3	0	1	1	3	3	1	2	2	1	1	3	1	1	2	1	5	5	4	3	3	3	3	2	3	3	2	2	1	4	1	4	4	4	3	2	1	1	2	3	2	3	3	2	2	4	3	4	3	2	2	5	4	2	5	2	3	5	4	5	4	2	3	3	3	6	3	3	6	3	3	4	5	5	5	4	4	3	3	3	3	3	3	3	4	2	2	2	5	5	4	4	4	5	5	5	5	5	5	2	3	4	4	5	5	1	1	2	3	3	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	4	2	1	1	1	3	3	4	8	1	4	3	1	2	5	5	2	3	6	2	6	3	3	3	3	2	1	1	1	1	1	0	1	1	6	3	4	3	1	0	0	0	0	-9	-9	-9	6	2	2	4	2	3	4	5	1	2	3	3	3	4	4	5	3	4	3	5	4	4	3	4	5	3	2	1	1	7	1	2	1	-9	-9	2	0	0	3	3	2	1	2	1	1	2	1	1	2	1	5	1	3	4	2	3	2	2	1	1	1	1	1	1	1	-9	-9	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	5
6	2011	5	50006	2.34096515991046	3	0	1	3	3	1	1	2	1	1	1	1	1	1	1	1	4	3	5	4	4	2	3	1	1	1	3	1	2	4	4	4	4	3	4	2	1	1	1	3	4	2	4	4	2	4	4	2	1	1	5	4	1	5	1	5	1	3	4	4	4	3	1	1	1	1	1	1	1	1	1	3	1	3	5	4	2	1	3	4	4	5	5	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	1	3	3	4	3	1	1	2	6	3	2	5	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	-9	1	0	0	0	6	6	4	8	1	1	2	1	3	7	7	1	1	1	1	6	4	1	4	4	1	1	0	1	1	0	0	8	10	-9	3	6	3	1	0	0	0	0	-9	-9	-9	-9	-9	-9	5	1	5	5	1	4	5	5	1	4	1	1	5	1	1	5	5	1	1	5	1	5	3	5	1	1	1	7	1	1	-9	-9	1	3	0	5	0	3	3	3	3	3	3	3	3	3	3	5	1	3	3	3	3	7	7	7	1	1	1	1	1	1	-9	-9	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5
7	2011	5	50007	2.59010181992547	3	0	1	1	3	2	1	2	2	1	2	1	3	1	3	1	3	3	3	3	3	1	1	1	2	2	2	3	2	3	1	1	1	1	1	3	2	-9	-9	-9	8	8	3	2	3	4	3	4	4	4	2	4	2	2	4	4	2	4	4	4	4	3	1	1	1	1	1	1	3	1	3	2	4	3	4	6	5	8	8	8	8	8	8	8	3	2	3	3	2	3	2	3	3	2	3	2	3	2	3	2	4	4	4	4	2	1	1	1	1	1	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	8	4	1	1	1	0	-9	-9	-9	-9	-9	-9	-9	1	4	6	5	1	2	1	1	-9	1	1	1	1	1	0	0	0	0	0	1	8	1	1	4	-9	-9	0	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	4	2	4	4	4	2	4	4	2	4	1	1	4	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	-9	-9	-9	-9	0	0	1	3	3	3	3	3	1	3	3	2	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	-9	-9	1	1	1	1	1	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0
8	2011	5	50008	2.83923847994048	3	0	1	2	3	1	2	2	2	2	2	2	2	2	2	2	4	4	4	2	3	2	2	2	3	2	3	3	2	4	1	1	3	3	3	2	1	1	2	3	2	2	3	3	2	4	3	4	3	4	3	4	3	2	3	4	4	4	4	5	3	2	2	2	2	3	2	2	4	2	2	4	4	3	3	4	2	1	3	3	2	1	3	2	3	1	1	2	5	5	5	5	5	3	3	3	3	4	4	1	1	2	3	4	2	5	4	2	5	5	2	4	1	7	7	2	1	1	1	1	1	1	1	1	1	6	6	1	1	1	1	1	1	1	5	5	2	1	1	1	1	1	1	1	1	1	6	6	2	5	4	1	1	1	2	3	4	3	0	0	0	3	4	1	8	8	3	3	1	2	2	4	3	1	3	1	6	4	2	4	2	2	1	0	1	0	0	0	2	1	6	5	3	5	0	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	5	2	5	5	3	5	2	5	2	5	2	2	5	1	1	5	5	1	4	4	2	4	3	4	3	3	3	4	4	1	-9	-9	1	1	1	4	2	2	2	2	2	2	1	2	1	1	1	3	4	3	3	4	3	3	1	1	1	1	1	1	1	1	-9	-9	1	1	3	1	1	1	1	1	1	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0
9	2011	5	50009	3.08837513995548	3	0	1	1	5	4	2	4	2	2	2	4	2	2	4	4	4	4	5	3	3	3	1	1	2	3	2	3	1	3	1	3	3	1	4	2	1	1	1	4	4	3	4	2	4	5	5	5	1	4	3	4	2	4	1	4	3	2	3	4	4	5	2	2	2	2	6	2	6	2	6	6	6	4	6	3	6	3	5	5	5	5	5	3	4	2	3	3	4	4	4	4	4	3	4	4	4	4	4	2	3	4	3	4	4	3	2	1	1	1	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	4	4	1	1	1	1	1	-9	3	4	3	0	1	1	6	6	4	4	6	4	2	1	2	4	4	1	1	1	1	7	2	1	2	4	4	0	0	0	1	1	0	1	1	8	1	3	3	3	0	0	0	1	0	0	0	-9	-9	-9	5	3	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	2	3	1	-9	-9	8	1	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	3	1	1	1	1	0	1	1	1	1	1	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	5	0	0
10	2011	5	50010	3.33751179997049	3	0	1	3	3	2	4	3	4	3	3	3	3	3	4	4	3	3	4	3	4	3	2	1	2	2	3	4	1	3	2	2	2	3	3	1	1	1	3	3	3	3	4	2	3	3	3	3	4	1	2	5	3	2	4	4	5	5	3	4	3	2	3	3	3	4	3	3	5	3	5	6	4	5	4	6	2	1	2	2	2	2	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	1	1	1	0	6	6	4	2	2	4	4	1	1	6	6	2	1	2	1	8	1	1	2	4	3	0	0	0	1	1	0	2	7	1	-9	3	3	1	0	0	0	0	-9	-9	-9	-9	-9	-9	4	1	5	5	3	2	2	5	2	4	2	1	5	2	2	5	5	1	2	4	2	5	5	1	1	1	2	6	1	1	-9	-9	1	0	0	1	0	1	2	2	2	1	2	1	2	2	1	5	1	5	1	5	5	1	1	1	1	1	1	1	1	1	-9	-9	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
